tweet_id,text,created_at,user_followers,user_friends,retweet_count,favorite_count
tweet_03047,"warga merasa aman, kondisi keamanan terus dipantau oleh pihak terkait.",2024-11-10 06:43:00,11103,262,3459,44
tweet_03048,"terjadi kasus, terkait begal. Masyarakat diminta tetap waspada.",2024-05-16 03:38:00,20032,239,3207,5564
tweet_03049,"warga menjadi korban, terkait perampokan. Masyarakat diminta tetap waspada.",2024-03-03 03:11:00,23884,3259,439,5182
tweet_03050,"warga merasa aman, kondisi informasi terus dipantau oleh pihak terkait.",2024-02-14 17:50:00,32399,38,2752,3032
tweet_03051,"pelaku berhasil ditangkap, terkait curanmor. Masyarakat diminta tetap waspada.",2024-08-21 13:33:00,14426,326,4510,1874
tweet_03052,"kasus sedang diselidiki, terkait begal. Masyarakat diminta tetap waspada.",2024-02-12 14:33:00,36018,4268,3302,5269
tweet_03053,"polisi mengamankan pelaku, terkait perampokan. Masyarakat diminta tetap waspada.",2024-10-04 01:12:00,5003,3936,2911,7634
tweet_03054,"kondisi kota tertib, kondisi berita terus dipantau oleh pihak terkait.",2024-03-16 10:59:00,29505,1457,2753,7328
tweet_03055,"kondisi kota tertib, kondisi kota terus dipantau oleh pihak terkait.",2024-07-30 14:27:00,17424,1739,4442,3667
tweet_03056,"warga merasa aman, kondisi warga terus dipantau oleh pihak terkait.",2024-10-03 09:44:00,28622,3444,583,510
tweet_03057,"pelaku berhasil ditangkap, terkait penipuan. Masyarakat diminta tetap waspada.",2024-09-30 21:34:00,27457,4000,3921,4535
tweet_03058,"polisi mengamankan pelaku, terkait korupsi. Masyarakat diminta tetap waspada.",2024-09-24 01:31:00,39622,1295,4221,5834
tweet_03059,"warga menjadi korban, terkait begal. Masyarakat diminta tetap waspada.",2024-02-22 03:06:00,47138,357,4964,3188
tweet_03060,"polisi melakukan patroli, kondisi berita terus dipantau oleh pihak terkait.",2024-10-10 09:32:00,13977,2529,1878,4105
tweet_03061,"kasus sedang diselidiki, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-12-29 05:29:00,28395,2824,2907,8077
tweet_03062,"situasi tetap aman, kondisi warga terus dipantau oleh pihak terkait.",2024-12-05 07:14:00,19658,3606,2293,674
tweet_03063,"polisi melakukan patroli, kondisi polisi terus dipantau oleh pihak terkait.",2024-10-11 14:32:00,30383,3032,3609,2173
tweet_03064,"situasi tetap aman, kondisi polisi terus dipantau oleh pihak terkait.",2024-11-13 18:46:00,13604,3689,4487,7690
tweet_03065,"masyarakat tetap waspada, kondisi polisi terus dipantau oleh pihak terkait.",2024-07-17 17:55:00,11564,3115,1047,4871
tweet_03066,"terjadi kasus, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-09-28 11:58:00,17955,3177,574,9934
tweet_03067,"kasus sedang diselidiki, terkait curanmor. Masyarakat diminta tetap waspada.",2024-01-23 01:32:00,8732,995,2120,4964
tweet_03068,"terjadi kasus, terkait pencurian. Masyarakat diminta tetap waspada.",2024-08-29 23:52:00,26047,956,964,2134
tweet_03069,"keamanan terus ditingkatkan, kondisi patroli terus dipantau oleh pihak terkait.",2024-02-23 07:12:00,1418,4598,2978,8051
tweet_03070,"pelaku berhasil ditangkap, terkait perampokan. Masyarakat diminta tetap waspada.",2024-01-29 09:50:00,22771,421,1388,6296
tweet_03071,"polisi mengamankan pelaku, terkait penipuan. Masyarakat diminta tetap waspada.",2024-12-28 09:46:00,30918,2864,3978,4490
tweet_03072,"kejadian tersebut meresahkan warga, terkait perampokan. Masyarakat diminta tetap waspada.",2024-07-07 22:07:00,14577,2530,3646,8114
tweet_03073,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-04-22 00:59:00,27012,1030,908,449
tweet_03074,"kejadian tersebut meresahkan warga, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-01-16 10:54:00,34086,722,969,3345
tweet_03075,"polisi melakukan patroli, kondisi keamanan terus dipantau oleh pihak terkait.",2024-12-20 14:22:00,41873,1455,1455,7297
tweet_03076,"kasus sedang diselidiki, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-09-18 22:04:00,23593,1326,4052,9900
tweet_03077,"situasi tetap aman, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-03-07 19:39:00,44600,3042,3991,9670
tweet_03078,"polisi melakukan patroli, kondisi informasi terus dipantau oleh pihak terkait.",2024-01-29 11:21:00,45866,2175,26,3533
tweet_03079,"kejadian tersebut meresahkan warga, terkait penipuan. Masyarakat diminta tetap waspada.",2024-04-08 22:23:00,27009,2023,4760,4878
tweet_03080,"warga merasa aman, kondisi keamanan terus dipantau oleh pihak terkait.",2024-01-02 04:42:00,36830,1656,1778,683
tweet_03081,"kondisi kota tertib, kondisi tertib terus dipantau oleh pihak terkait.",2024-03-14 10:27:00,5502,448,1671,3266
tweet_03082,"keamanan terus ditingkatkan, kondisi berita terus dipantau oleh pihak terkait.",2024-12-28 00:43:00,44065,4565,1864,715
tweet_03083,"terjadi kasus, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-06-17 02:30:00,8904,2338,2194,6937
tweet_03084,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-05-08 05:02:00,10453,4445,1783,5385
tweet_03085,"polisi melakukan patroli, kondisi informasi terus dipantau oleh pihak terkait.",2024-11-23 21:19:00,15326,267,2631,2430
tweet_03086,"situasi tetap aman, kondisi informasi terus dipantau oleh pihak terkait.",2024-02-21 23:23:00,6719,888,4323,6616
tweet_03087,"polisi mengamankan pelaku, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-07-10 22:29:00,45756,1540,4753,8281
tweet_03088,"kondisi kota tertib, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-05-12 08:26:00,7462,370,3960,6834
tweet_03089,"kasus sedang diselidiki, terkait curanmor. Masyarakat diminta tetap waspada.",2024-12-19 01:42:00,30529,3715,829,6627
tweet_03090,"warga menjadi korban, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-07-17 01:38:00,21208,1012,2317,8796
tweet_03091,"polisi melakukan patroli, kondisi aman terus dipantau oleh pihak terkait.",2024-04-30 15:46:00,38948,2628,4155,2778
tweet_03092,"kejadian tersebut meresahkan warga, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-02-18 19:31:00,48741,89,3670,9098
tweet_03093,"situasi tetap aman, kondisi polisi terus dipantau oleh pihak terkait.",2024-05-22 12:07:00,21784,528,3050,7092
tweet_03094,"keamanan terus ditingkatkan, kondisi polisi terus dipantau oleh pihak terkait.",2024-07-28 19:14:00,7710,4723,2535,5950
tweet_03095,"terjadi kasus, terkait curanmor. Masyarakat diminta tetap waspada.",2024-07-01 00:49:00,155,3827,3574,9819
tweet_03096,"kondisi kota tertib, kondisi keamanan terus dipantau oleh pihak terkait.",2024-06-16 04:14:00,36296,4357,3914,7429
tweet_03097,"kondisi kota tertib, kondisi polisi terus dipantau oleh pihak terkait.",2024-07-18 20:02:00,25974,1681,4255,4195
tweet_03098,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-04-21 11:42:00,44456,2711,3969,5420
tweet_03099,"terjadi kasus, terkait perampokan. Masyarakat diminta tetap waspada.",2024-09-01 01:00:00,23180,2399,2859,8070
tweet_03100,"polisi melakukan patroli, kondisi tertib terus dipantau oleh pihak terkait.",2024-08-10 21:39:00,34799,4603,3015,5310
tweet_03101,"situasi tetap aman, kondisi kota terus dipantau oleh pihak terkait.",2024-12-16 09:23:00,28734,2314,3600,6087
tweet_03102,"polisi mengamankan pelaku, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-07-21 14:46:00,30308,488,1029,3779
tweet_03103,"polisi melakukan patroli, kondisi patroli terus dipantau oleh pihak terkait.",2024-12-11 16:40:00,33556,3480,4723,6886
tweet_03104,"kondisi kota tertib, kondisi warga terus dipantau oleh pihak terkait.",2024-08-27 16:03:00,17994,4992,4543,2233
tweet_03105,"polisi mengamankan pelaku, terkait perampokan. Masyarakat diminta tetap waspada.",2024-10-10 18:11:00,6479,469,2513,3166
tweet_03106,"kasus sedang diselidiki, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-03-15 15:58:00,31315,1195,3210,6378
tweet_03107,"kejadian tersebut meresahkan warga, terkait penipuan. Masyarakat diminta tetap waspada.",2024-05-29 16:35:00,19345,274,927,8255
tweet_03108,"warga menjadi korban, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-03-13 01:08:00,4198,4873,809,3088
tweet_03109,"kondisi kota tertib, kondisi informasi terus dipantau oleh pihak terkait.",2024-10-24 00:51:00,16921,1172,4649,4610
tweet_03110,"kasus sedang diselidiki, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-02-15 20:19:00,461,4074,4397,5671
tweet_03111,"masyarakat tetap waspada, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-06-06 03:26:00,14939,1808,2151,1946
tweet_03112,"situasi tetap aman, kondisi keamanan terus dipantau oleh pihak terkait.",2024-03-19 17:48:00,2431,3924,3083,8030
tweet_03113,"masyarakat tetap waspada, kondisi patroli terus dipantau oleh pihak terkait.",2024-06-14 14:17:00,18897,1898,1666,4344
tweet_03114,"polisi melakukan patroli, kondisi polisi terus dipantau oleh pihak terkait.",2024-06-23 10:41:00,13869,2843,2796,8978
tweet_03115,"warga menjadi korban, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-06-01 13:23:00,31370,3589,4159,3949
tweet_03116,"situasi tetap aman, kondisi tertib terus dipantau oleh pihak terkait.",2024-01-11 06:27:00,7916,3027,4993,1266
tweet_03117,"masyarakat tetap waspada, kondisi warga terus dipantau oleh pihak terkait.",2024-03-23 14:42:00,31237,4553,485,4673
tweet_03118,"polisi mengamankan pelaku, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-12-23 09:11:00,44398,3125,1519,6489
tweet_03119,"kasus sedang diselidiki, terkait pencurian. Masyarakat diminta tetap waspada.",2024-11-21 01:57:00,34383,1884,3393,2124
tweet_03120,"polisi melakukan patroli, kondisi keamanan terus dipantau oleh pihak terkait.",2024-09-09 14:34:00,27987,3788,2372,150
tweet_03121,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-05-05 13:33:00,33365,2624,1195,4353
tweet_03122,"kejadian tersebut meresahkan warga, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-12-08 06:40:00,27154,2378,1195,2131
tweet_03123,"pelaku berhasil ditangkap, terkait pencurian. Masyarakat diminta tetap waspada.",2024-05-29 13:19:00,31033,3348,3097,9452
tweet_03124,"kejadian tersebut meresahkan warga, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-05-18 20:24:00,8167,3089,3387,4713
tweet_03125,"polisi melakukan patroli, kondisi kota terus dipantau oleh pihak terkait.",2024-03-27 22:23:00,33218,1143,914,5243
tweet_03126,"kejadian tersebut meresahkan warga, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-08-28 09:02:00,38881,4155,2200,4551
tweet_03127,"kondisi kota tertib, kondisi tertib terus dipantau oleh pihak terkait.",2024-05-17 21:14:00,36734,4356,2225,7715
tweet_03128,"polisi mengamankan pelaku, terkait perampokan. Masyarakat diminta tetap waspada.",2024-08-01 04:21:00,30804,4819,459,6103
tweet_03129,"warga menjadi korban, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-05-09 08:18:00,2687,1749,2983,9423
tweet_03130,"warga merasa aman, kondisi keamanan terus dipantau oleh pihak terkait.",2024-04-14 23:42:00,42513,3682,1933,3561
tweet_03131,"polisi melakukan patroli, kondisi tertib terus dipantau oleh pihak terkait.",2024-08-17 14:44:00,42000,2552,2522,7224
tweet_03132,"kejadian tersebut meresahkan warga, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-12-10 00:57:00,3688,1848,4151,1938
tweet_03133,"masyarakat tetap waspada, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-05-16 08:08:00,21766,1471,735,339
tweet_03134,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-09-12 23:57:00,21653,2913,1974,9660
tweet_03135,"polisi melakukan patroli, kondisi polisi terus dipantau oleh pihak terkait.",2024-12-30 11:20:00,19816,4216,631,269
tweet_03136,"terjadi kasus, terkait perampokan. Masyarakat diminta tetap waspada.",2024-10-04 03:26:00,33407,479,4632,4080
tweet_03137,"terjadi kasus, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-05-24 23:34:00,3408,2328,3561,3844
tweet_03138,"warga menjadi korban, terkait curanmor. Masyarakat diminta tetap waspada.",2024-05-21 06:39:00,40973,3452,2580,3791
tweet_03139,"warga merasa aman, kondisi tertib terus dipantau oleh pihak terkait.",2024-02-14 00:34:00,5345,1207,2175,9573
tweet_03140,"kondisi kota tertib, kondisi patroli terus dipantau oleh pihak terkait.",2024-06-02 20:05:00,25947,4196,4616,995
tweet_03141,"polisi melakukan patroli, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-10-01 05:47:00,42052,2062,2904,4451
tweet_03142,"keamanan terus ditingkatkan, kondisi aman terus dipantau oleh pihak terkait.",2024-09-06 06:00:00,45622,1449,4036,8594
tweet_03143,"polisi melakukan patroli, kondisi keamanan terus dipantau oleh pihak terkait.",2024-10-02 05:14:00,27030,2192,2568,8283
tweet_03144,"masyarakat tetap waspada, kondisi polisi terus dipantau oleh pihak terkait.",2024-09-08 12:41:00,5064,4897,87,1641
tweet_03145,"kondisi kota tertib, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-07-31 01:54:00,12039,628,3757,4796
tweet_03146,"pelaku berhasil ditangkap, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-11-10 06:32:00,43052,3018,36,9037
tweet_03147,"terjadi kasus, terkait perampokan. Masyarakat diminta tetap waspada.",2024-01-03 22:00:00,47269,340,3097,1560
tweet_03148,"situasi tetap aman, kondisi patroli terus dipantau oleh pihak terkait.",2024-06-01 13:52:00,4862,3744,3183,9677
tweet_03149,"warga merasa aman, kondisi warga terus dipantau oleh pihak terkait.",2024-05-29 16:06:00,5609,8,3097,26
tweet_03150,"terjadi kasus, terkait curanmor. Masyarakat diminta tetap waspada.",2024-10-26 17:05:00,14194,2952,2315,6238
tweet_03151,"kasus sedang diselidiki, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-02-17 13:00:00,35615,581,771,7907
tweet_03152,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-03-05 21:15:00,15668,4753,4773,2988
tweet_03153,"terjadi kasus, terkait curanmor. Masyarakat diminta tetap waspada.",2024-03-16 06:47:00,1095,178,3532,1238
tweet_03154,"kejadian tersebut meresahkan warga, terkait penipuan. Masyarakat diminta tetap waspada.",2024-06-24 14:04:00,47366,1978,3782,2244
tweet_03155,"kondisi kota tertib, kondisi informasi terus dipantau oleh pihak terkait.",2024-10-30 21:06:00,45062,1387,1123,5181
tweet_03156,"polisi melakukan patroli, kondisi keamanan terus dipantau oleh pihak terkait.",2024-08-22 07:49:00,22693,4506,2773,2785
tweet_03157,"keamanan terus ditingkatkan, kondisi warga terus dipantau oleh pihak terkait.",2024-05-28 05:26:00,37075,1480,853,8915
tweet_03158,"situasi tetap aman, kondisi berita terus dipantau oleh pihak terkait.",2024-09-07 05:47:00,15958,547,550,5425
tweet_03159,"kejadian tersebut meresahkan warga, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-11-09 07:40:00,48225,1228,3342,8242
tweet_03160,"situasi tetap aman, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-01-27 23:09:00,13542,2715,4361,3952
tweet_03161,"warga merasa aman, kondisi aman terus dipantau oleh pihak terkait.",2024-10-27 01:48:00,24498,1989,4452,9984
tweet_03162,"terjadi kasus, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-07-11 22:51:00,18019,2424,3017,1847
tweet_03163,"kejadian tersebut meresahkan warga, terkait perampokan. Masyarakat diminta tetap waspada.",2024-03-08 02:08:00,49385,2031,1547,3778
tweet_03164,"kejadian tersebut meresahkan warga, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-02-29 11:23:00,34301,2708,1972,4604
tweet_03165,"polisi melakukan patroli, kondisi polisi terus dipantau oleh pihak terkait.",2024-03-17 21:37:00,18487,1769,3176,9324
tweet_03166,"warga menjadi korban, terkait penipuan. Masyarakat diminta tetap waspada.",2024-06-06 19:23:00,18540,710,2358,3534
tweet_03167,"polisi mengamankan pelaku, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-10-14 01:28:00,31865,1939,2319,8163
tweet_03168,"terjadi kasus, terkait penipuan. Masyarakat diminta tetap waspada.",2024-11-23 05:18:00,3972,4841,1953,2390
tweet_03169,"kondisi kota tertib, kondisi tertib terus dipantau oleh pihak terkait.",2024-09-14 19:03:00,41110,4340,291,2864
tweet_03170,"kejadian tersebut meresahkan warga, terkait pencurian. Masyarakat diminta tetap waspada.",2024-06-25 18:11:00,2583,2594,3283,9991
tweet_03171,"kasus sedang diselidiki, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-03-09 18:17:00,18817,1895,3567,5375
tweet_03172,"situasi tetap aman, kondisi polisi terus dipantau oleh pihak terkait.",2024-05-29 03:58:00,48595,4056,559,8820
tweet_03173,"warga menjadi korban, terkait korupsi. Masyarakat diminta tetap waspada.",2024-03-17 10:07:00,26394,2391,1895,9198
tweet_03174,"kondisi kota tertib, kondisi warga terus dipantau oleh pihak terkait.",2024-02-28 08:52:00,6942,1530,328,2657
tweet_03175,"terjadi kasus, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-12-22 20:35:00,19599,1603,3851,7582
tweet_03176,"kasus sedang diselidiki, terkait pencurian. Masyarakat diminta tetap waspada.",2024-01-30 03:31:00,21962,4664,4398,6242
tweet_03177,"keamanan terus ditingkatkan, kondisi warga terus dipantau oleh pihak terkait.",2024-05-04 00:55:00,39490,2028,4507,3185
tweet_03178,"situasi tetap aman, kondisi polisi terus dipantau oleh pihak terkait.",2024-08-11 16:01:00,11543,200,1790,1106
tweet_03179,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-08-15 18:25:00,21824,392,724,8186
tweet_03180,"masyarakat tetap waspada, kondisi polisi terus dipantau oleh pihak terkait.",2024-11-09 00:18:00,31401,1908,1704,3383
tweet_03181,"kondisi kota tertib, kondisi berita terus dipantau oleh pihak terkait.",2024-01-10 06:56:00,21885,4670,95,1283
tweet_03182,"kejadian tersebut meresahkan warga, terkait penipuan. Masyarakat diminta tetap waspada.",2024-07-13 02:29:00,37141,1570,2141,735
tweet_03183,"terjadi kasus, terkait curanmor. Masyarakat diminta tetap waspada.",2024-08-18 19:55:00,33391,1438,876,9325
tweet_03184,"situasi tetap aman, kondisi kota terus dipantau oleh pihak terkait.",2024-02-25 17:29:00,10594,3906,797,1783
tweet_03185,"warga menjadi korban, terkait penipuan. Masyarakat diminta tetap waspada.",2024-03-01 19:57:00,15324,2095,2276,6070
tweet_03186,"terjadi kasus, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-04-24 12:15:00,32017,4559,3347,9361
tweet_03187,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-03-11 11:23:00,32678,3848,1363,7267
tweet_03188,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-09-15 19:25:00,35259,1895,3125,9133
tweet_03189,"warga merasa aman, kondisi aman terus dipantau oleh pihak terkait.",2024-04-26 15:50:00,15886,1476,1058,7004
tweet_03190,"kondisi kota tertib, kondisi patroli terus dipantau oleh pihak terkait.",2024-09-10 16:34:00,1807,4978,2871,8705
tweet_03191,"masyarakat tetap waspada, kondisi berita terus dipantau oleh pihak terkait.",2024-11-04 14:40:00,25290,1678,3699,4953
tweet_03192,"polisi melakukan patroli, kondisi informasi terus dipantau oleh pihak terkait.",2024-06-17 00:01:00,22026,897,971,102
tweet_03193,"keamanan terus ditingkatkan, kondisi polisi terus dipantau oleh pihak terkait.",2024-04-26 00:46:00,20106,3422,4151,6517
tweet_03194,"warga merasa aman, kondisi informasi terus dipantau oleh pihak terkait.",2024-12-06 20:50:00,28813,4593,2157,581
tweet_03195,"warga menjadi korban, terkait korupsi. Masyarakat diminta tetap waspada.",2024-10-15 01:40:00,27570,577,1206,3080
tweet_03196,"kondisi kota tertib, kondisi berita terus dipantau oleh pihak terkait.",2024-02-28 16:53:00,34493,1574,676,2513
tweet_03197,"kasus sedang diselidiki, terkait perampokan. Masyarakat diminta tetap waspada.",2024-12-20 19:56:00,34809,1513,1110,4329
tweet_03198,"keamanan terus ditingkatkan, kondisi patroli terus dipantau oleh pihak terkait.",2024-05-02 09:01:00,13843,1755,3171,6387
tweet_03199,"warga menjadi korban, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-03-02 09:03:00,5148,361,4391,7547
tweet_03200,"situasi tetap aman, kondisi informasi terus dipantau oleh pihak terkait.",2024-12-02 19:13:00,7961,3204,4496,9787
tweet_03201,"polisi mengamankan pelaku, terkait pencurian. Masyarakat diminta tetap waspada.",2024-12-06 07:01:00,73,3965,2812,4027
tweet_03202,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-10-30 19:14:00,27477,3140,1180,5509
tweet_03203,"masyarakat tetap waspada, kondisi kota terus dipantau oleh pihak terkait.",2024-09-18 23:16:00,35651,3273,2694,2467
tweet_03204,"terjadi kasus, terkait perampokan. Masyarakat diminta tetap waspada.",2024-09-25 10:44:00,13904,2394,4848,7623
tweet_03205,"warga merasa aman, kondisi aman terus dipantau oleh pihak terkait.",2024-05-10 15:51:00,48720,4155,4789,533
tweet_03206,"polisi melakukan patroli, kondisi berita terus dipantau oleh pihak terkait.",2024-10-29 12:44:00,30097,4912,4485,1235
tweet_03207,"situasi tetap aman, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-07-02 01:39:00,10057,3229,3964,5679
tweet_03208,"warga menjadi korban, terkait korupsi. Masyarakat diminta tetap waspada.",2024-05-16 01:28:00,34382,3284,551,8175
tweet_03209,"polisi melakukan patroli, kondisi berita terus dipantau oleh pihak terkait.",2024-07-22 15:16:00,14993,1841,1124,1382
tweet_03210,"terjadi kasus, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-06-17 23:05:00,24620,2209,4999,3344
tweet_03211,"masyarakat tetap waspada, kondisi patroli terus dipantau oleh pihak terkait.",2024-09-12 00:12:00,9531,1564,804,1290
tweet_03212,"warga merasa aman, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-07-28 01:15:00,4940,2555,955,8771
tweet_03213,"kejadian tersebut meresahkan warga, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-10-06 21:53:00,23523,2135,3740,2500
tweet_03214,"polisi melakukan patroli, kondisi kota terus dipantau oleh pihak terkait.",2024-09-04 19:38:00,13592,626,3144,9651
tweet_03215,"kasus sedang diselidiki, terkait penganiayaan. Masyarakat diminta tetap waspada.",2024-02-28 20:04:00,7614,2719,1621,7871
tweet_03216,"terjadi kasus, terkait begal. Masyarakat diminta tetap waspada.",2024-09-16 09:02:00,3515,523,2685,27
tweet_03217,"kondisi kota tertib, kondisi tertib terus dipantau oleh pihak terkait.",2024-05-09 22:50:00,21469,3459,810,4676
tweet_03218,"situasi tetap aman, kondisi keamanan terus dipantau oleh pihak terkait.",2024-03-27 21:54:00,20940,207,401,2027
tweet_03219,"polisi melakukan patroli, kondisi berita terus dipantau oleh pihak terkait.",2024-07-01 04:02:00,5827,1984,2510,3984
tweet_03220,"polisi mengamankan pelaku, terkait penipuan. Masyarakat diminta tetap waspada.",2024-06-10 08:39:00,14645,355,4282,5528
tweet_03221,"keamanan terus ditingkatkan, kondisi patroli terus dipantau oleh pihak terkait.",2024-01-17 10:19:00,10426,4527,2787,4626
tweet_03222,"situasi tetap aman, kondisi informasi terus dipantau oleh pihak terkait.",2024-05-20 12:25:00,35136,3859,382,5390
tweet_03223,"masyarakat tetap waspada, kondisi patroli terus dipantau oleh pihak terkait.",2024-11-03 05:53:00,33005,4982,2184,6800
tweet_03224,"polisi melakukan patroli, kondisi tertib terus dipantau oleh pihak terkait.",2024-03-01 22:23:00,10805,1185,1039,1101
tweet_03225,"polisi mengamankan pelaku, terkait korupsi. Masyarakat diminta tetap waspada.",2024-08-25 01:33:00,15933,1837,4638,7137
tweet_03226,"keamanan terus ditingkatkan, kondisi informasi terus dipantau oleh pihak terkait.",2024-02-06 07:08:00,47915,2892,4343,4628
tweet_03227,"polisi mengamankan pelaku, terkait begal. Masyarakat diminta tetap waspada.",2024-12-08 16:27:00,2252,1099,1358,3656
tweet_03228,"keamanan terus ditingkatkan, kondisi masyarakat terus dipantau oleh pihak terkait.",2024-02-25 02:52:00,14196,1669,3948,9586
tweet_03229,"terjadi kasus, terkait curanmor. Masyarakat diminta tetap waspada.",2024-09-27 04:38:00,20866,2464,3706,1206
tweet_03230,"masyarakat tetap waspada, kondisi informasi terus dipantau oleh pihak terkait.",2024-10-02 01:34:00,11867,4754,3069,3994
tweet_03231,"kondisi kota tertib, kondisi keamanan terus dipantau oleh pihak terkait.",2024-07-18 20:42:00,23277,4507,1517,4846
tweet_03232,"keamanan terus ditingkatkan, kondisi warga terus dipantau oleh pihak terkait.",2024-08-07 03:20:00,30377,853,1704,5036
tweet_03233,"terjadi kasus, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-06-22 03:36:00,21507,2356,2134,4838
tweet_03234,"polisi melakukan patroli, kondisi tertib terus dipantau oleh pihak terkait.",2024-08-21 05:03:00,24102,4102,2790,2157
tweet_03235,"terjadi kasus, terkait korupsi. Masyarakat diminta tetap waspada.",2024-06-02 13:26:00,24956,2942,721,923
tweet_03236,"kejadian tersebut meresahkan warga, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-10-24 21:23:00,43295,3929,2424,4521
tweet_03237,"terjadi kasus, terkait penipuan. Masyarakat diminta tetap waspada.",2024-04-22 09:05:00,47958,458,3459,3547
tweet_03238,"polisi mengamankan pelaku, terkait perampokan. Masyarakat diminta tetap waspada.",2024-10-13 22:58:00,48450,3727,3083,5930
tweet_03239,"kondisi kota tertib, kondisi polisi terus dipantau oleh pihak terkait.",2024-07-06 04:45:00,39825,4506,1484,8468
tweet_03240,"masyarakat tetap waspada, kondisi aman terus dipantau oleh pihak terkait.",2024-06-15 04:41:00,45572,3663,3402,4332
tweet_03241,"polisi mengamankan pelaku, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-06-26 12:44:00,18350,3865,2775,1768
tweet_03242,"terjadi kasus, terkait penipuan. Masyarakat diminta tetap waspada.",2024-03-28 22:58:00,25540,1997,1659,140
tweet_03243,"kondisi kota tertib, kondisi informasi terus dipantau oleh pihak terkait.",2024-06-27 18:26:00,47042,1020,4383,8534
tweet_03244,"terjadi kasus, terkait korupsi. Masyarakat diminta tetap waspada.",2024-05-30 23:38:00,29046,15,4604,9660
tweet_03245,"kasus sedang diselidiki, terkait pencopetan. Masyarakat diminta tetap waspada.",2024-05-02 06:56:00,23255,3108,326,73
tweet_03246,"warga menjadi korban, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-11-29 04:04:00,8497,302,301,8776
tweet_03247,"warga menjadi korban, terkait pembunuhan. Masyarakat diminta tetap waspada.",2024-03-24 19:57:00,41022,2281,2687,2844
tweet_03248,"situasi tetap aman, kondisi patroli terus dipantau oleh pihak terkait.",2024-07-16 00:38:00,40662,667,7,6475
tweet_03249,"polisi mengamankan pelaku, terkait kejahatan. Masyarakat diminta tetap waspada.",2024-09-03 19:40:00,9487,3625,160,6460
tweet_03250,"warga menjadi korban, terkait begal. Masyarakat diminta tetap waspada.",2024-03-18 13:23:00,25639,320,4832,2211
